Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,Loyal Customer,43,Personal Travel,Eco Plus,153,2,5,2,3,4,2,4,4,5,4,5,4,5,4,19,14.0,neutral or dissatisfied
Female,Loyal Customer,13,Business travel,Business,2422,1,1,1,1,3,2,3,3,4,3,3,4,4,3,0,0.0,satisfied
Female,Loyal Customer,48,Business travel,Business,2160,5,5,5,5,5,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
Female,Loyal Customer,35,Personal Travel,Eco,423,2,3,2,2,4,2,4,4,5,1,4,2,3,4,8,1.0,neutral or dissatisfied
Female,disloyal Customer,44,Business travel,Eco,323,2,0,2,1,3,2,3,3,2,5,1,1,1,3,0,1.0,neutral or dissatisfied
Male,Loyal Customer,58,Personal Travel,Eco Plus,787,3,4,3,2,4,3,3,4,3,5,5,5,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,64,Personal Travel,Eco,447,4,5,4,3,2,4,2,2,1,5,5,4,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,15,Business travel,Business,3495,4,5,5,5,4,4,4,4,1,4,3,4,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,89,0,4,0,1,4,4,5,3,3,3,3,5,3,1,0,0.0,satisfied
Female,Loyal Customer,58,Business travel,Business,3715,3,3,3,3,3,5,4,5,5,5,5,4,5,4,24,26.0,satisfied
Male,Loyal Customer,62,Business travel,Business,3724,2,2,2,2,3,5,5,5,5,5,5,5,5,4,0,0.0,satisfied
Male,Loyal Customer,41,Business travel,Eco,391,3,1,1,1,4,3,4,4,3,3,2,3,2,4,0,0.0,satisfied
Male,disloyal Customer,22,Business travel,Business,507,4,0,4,4,5,4,5,5,4,3,5,5,4,5,25,12.0,satisfied
Male,Loyal Customer,24,Personal Travel,Eco,237,1,5,1,4,5,1,3,5,5,4,4,5,4,5,33,44.0,neutral or dissatisfied
Female,Loyal Customer,36,Business travel,Business,1780,5,4,5,5,4,2,4,5,5,5,5,1,5,5,0,0.0,satisfied
Male,Loyal Customer,60,Personal Travel,Eco,925,4,5,4,1,3,4,3,3,5,5,4,4,4,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,32,Business travel,Business,326,3,4,4,3,2,4,2,2,3,2,4,3,4,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,52,Business travel,Eco,694,1,1,1,3,1,1,1,1,3,4,1,1,4,1,10,0.0,neutral or dissatisfied
Female,Loyal Customer,44,Personal Travel,Eco,533,2,1,5,3,2,2,2,2,2,5,2,1,2,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,61,Personal Travel,Eco,342,2,1,1,3,2,3,3,5,5,1,5,1,5,1,59,57.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,373,1,1,5,1,3,5,5,4,4,4,4,5,4,4,79,66.0,satisfied
Male,Loyal Customer,36,Business travel,Business,583,1,1,2,1,3,4,4,4,4,4,4,5,4,3,50,43.0,satisfied
Female,Loyal Customer,49,Business travel,Business,2668,5,5,5,5,5,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
Female,Loyal Customer,36,Business travel,Business,383,1,1,3,1,5,4,4,5,5,5,5,4,5,3,1,0.0,satisfied
Male,disloyal Customer,20,Business travel,Eco,551,2,0,2,2,2,2,5,2,1,4,5,3,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,29,Business travel,Business,1902,2,2,2,2,5,5,5,5,3,5,5,4,4,5,0,0.0,satisfied
Female,disloyal Customer,37,Business travel,Business,427,3,3,3,2,5,3,4,5,4,2,4,4,5,5,0,0.0,neutral or dissatisfied
Male,disloyal Customer,24,Business travel,Eco,723,3,3,3,3,2,3,3,2,5,2,5,5,4,2,32,18.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,632,3,0,3,2,2,3,2,2,3,3,5,5,5,2,0,1.0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Eco,533,0,1,0,5,2,0,2,2,3,2,5,2,4,2,0,0.0,satisfied
Male,Loyal Customer,45,Business travel,Business,2902,4,4,4,4,2,5,5,5,5,5,5,3,5,4,16,5.0,satisfied
Female,Loyal Customer,38,Business travel,Business,2388,1,3,3,3,3,4,2,1,1,1,1,2,1,2,2,0.0,neutral or dissatisfied
Female,Loyal Customer,61,Business travel,Business,1686,3,3,3,3,4,1,5,5,5,5,5,2,5,3,0,0.0,satisfied
Male,disloyal Customer,36,Business travel,Business,1438,2,3,3,4,1,3,1,1,5,3,4,4,5,1,12,10.0,neutral or dissatisfied
Male,Loyal Customer,7,Personal Travel,Eco,1069,3,5,3,5,2,3,2,2,4,3,5,5,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,16,Personal Travel,Eco,74,1,5,1,4,3,1,3,3,5,2,5,5,5,3,58,56.0,neutral or dissatisfied
Male,Loyal Customer,64,Personal Travel,Eco,814,3,0,3,1,4,3,4,4,4,3,4,5,4,4,0,3.0,neutral or dissatisfied
Female,Loyal Customer,34,Personal Travel,Eco Plus,1164,3,4,3,2,4,3,1,4,5,2,4,3,5,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,28,Personal Travel,Eco Plus,502,2,5,2,3,5,2,2,5,5,5,4,3,5,5,0,0.0,neutral or dissatisfied
Male,disloyal Customer,20,Business travel,Business,1620,5,0,5,3,4,5,4,4,3,2,4,3,4,4,1,0.0,satisfied
Male,disloyal Customer,22,Business travel,Eco,1703,3,3,3,3,2,3,2,2,4,2,2,2,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,22,Business travel,Business,397,4,5,1,1,4,4,4,4,3,4,3,1,4,4,21,9.0,neutral or dissatisfied
Female,Loyal Customer,15,Personal Travel,Eco,386,5,5,5,3,4,5,4,4,4,3,4,4,5,4,0,0.0,satisfied
Female,disloyal Customer,20,Business travel,Business,237,5,0,5,3,3,5,3,3,5,5,5,4,5,3,0,0.0,satisfied
Female,Loyal Customer,52,Personal Travel,Eco,690,3,4,3,2,4,4,4,3,3,3,4,5,3,4,56,49.0,neutral or dissatisfied
Female,disloyal Customer,15,Business travel,Eco,239,3,2,2,2,2,2,4,2,3,5,3,3,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,69,Personal Travel,Eco,964,3,2,3,3,4,3,2,5,5,3,5,1,5,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,67,Personal Travel,Eco,1541,3,5,3,3,4,3,4,4,1,5,5,4,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,2746,3,3,3,3,4,5,5,5,5,4,5,5,5,3,49,43.0,satisfied
Female,Loyal Customer,56,Business travel,Business,364,2,2,2,2,5,5,4,3,3,3,3,5,3,5,0,3.0,satisfied
Female,Loyal Customer,23,Personal Travel,Business,255,4,3,4,2,4,4,4,4,4,2,5,2,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Personal Travel,Eco Plus,1750,1,2,1,4,5,3,4,1,1,1,1,1,1,3,0,11.0,neutral or dissatisfied
Female,Loyal Customer,18,Personal Travel,Eco,630,2,5,2,1,4,2,5,4,1,3,4,1,2,4,0,4.0,neutral or dissatisfied
Female,Loyal Customer,27,Business travel,Business,1524,2,2,2,2,5,5,5,5,3,3,4,5,4,5,51,32.0,satisfied
Female,Loyal Customer,54,Business travel,Business,1547,5,5,5,5,2,5,5,5,5,5,5,4,5,5,0,4.0,satisfied
Male,Loyal Customer,50,Business travel,Business,1747,1,1,1,1,3,3,5,3,3,3,3,3,3,5,0,0.0,satisfied
Male,Loyal Customer,52,Business travel,Business,404,3,3,3,3,3,5,5,5,5,5,5,4,5,4,129,107.0,satisfied
Female,Loyal Customer,55,Business travel,Business,3810,4,4,3,4,3,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
Male,Loyal Customer,18,Personal Travel,Eco,526,1,4,1,3,3,1,3,3,5,2,4,4,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,3898,3,3,3,3,5,5,5,4,4,4,4,3,4,4,46,33.0,satisfied
Female,Loyal Customer,7,Personal Travel,Eco,2182,4,5,4,1,1,4,1,1,3,1,3,2,5,1,14,36.0,satisfied
Male,Loyal Customer,44,Business travel,Business,1562,3,3,3,3,4,5,5,5,5,5,5,5,5,3,1,0.0,satisfied
Male,Loyal Customer,40,Business travel,Business,3246,5,5,5,5,2,5,4,4,4,4,4,4,4,3,0,0.0,satisfied
Male,Loyal Customer,33,Business travel,Business,3512,0,0,0,2,3,3,3,3,3,2,2,4,3,3,0,1.0,satisfied
Female,disloyal Customer,36,Business travel,Business,430,3,3,3,4,5,3,5,5,5,4,4,4,4,5,0,0.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Eco,109,1,0,1,1,3,1,1,3,2,5,5,3,1,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Eco,109,1,0,1,1,3,1,1,3,2,5,5,3,1,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Eco,109,1,0,1,1,3,1,1,3,2,5,5,3,1,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Eco,109,1,0,1,1,3,1,1,3,2,5,5,3,1,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Eco,109,1,0,1,1,3,1,1,3,2,5,5,3,1,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Eco,109,1,0,1,1,3,1,1,3,2,5,5,3,1,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Eco,109,1,0,1,1,3,1,1,3,2,5,5,3,1,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,1111,Business travel,Eco,109,1,0,1,1,3,1,1,3,2,5,5,3,1,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,1231,Business travel,Eco,109,1,0,1,1,3,1,1,3,2,5,5,3,1,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,2111,Business travel,Eco,109,1,0,1,1,3,1,1,3,2,5,5,3,1,3,0,0.0,neutral or dissatisfied
